participant.code,session.code,group.id_in_subsession,player.hours_stated,equal,group,channel,Chat_subject,Chat_group_all,Chat_sel
eemaunaj,cg6kl97o,18,60.0,True,cg6kl97o18,28-FHM-149,Also insgesamt 20... Hab ich das richtig verstanden  Ich würde sagen wir geben mindesten 30 an  Oky würd ich trotzdem sagen jeder schreibt einfach 30 Stimmt aber no risk no fun  Passt dann auf Glück ,"Also insgesamt 20... Hab ich das richtig verstanden  Ich würde sagen wir geben mindesten 30 an  ja, aber ich hab es so verstanden, dass wir  jeweils 10 bezahlt bekommen wenn wir 30 angeben und überprüft werden, verlieren wir 20 Oky würd ich trotzdem sagen jeder schreibt einfach 30 Stimmt aber no risk no fun  okay einverstanden :) Passt dann auf Glück  yes. dann können wir den Chat schon beenden, oder?","Also insgesamt 20... Hab ich das richtig verstanden  Ich würde sagen wir geben mindesten 30 an  ja, aber ich hab es so verstanden, dass wir  jeweils 10 bezahlt bekommen wenn wir 30 angeben und überprüft werden, verlieren wir 20 Oky würd ich trotzdem sagen jeder schreibt einfach 30 Stimmt aber no risk no fun  okay einverstanden :) Passt dann auf Glück  yes. dann können wir den Chat schon beenden, oder?"
fdsb4aeu,cg6kl97o,19,10.0,True,cg6kl97o19,28-FHM-150,hey :) genau das maximum welches man anegeben könnte wäre doch 100 stunden oder weil 40 normal und 60 überstunden ahso ok hm also 2 euro bekommen wir ja eh und maximum wär 12 7 von 23 werden geprüft  is schwer ah nein 10 euro max ja sind wir einfach ehrlich 50 stunden angeben okey super bis dann,"Hallo :) hey :) Also wie haben 10 Überstunden gemacht, richtig? genau Wären also 50 P (5 Euro) Man kann ja maximal 60 Überstunden angeben. Für jede ""gelogene"" Überstunde bekommen wir also 1 Punkt abgezogen Würden wir also 50 Stunden (10 Überstunden) angeben, dann wäre das die Wahrheit und wir wären so oder so safe das maximum welches man anegeben könnte wäre doch 100 stunden oder genau weil 40 normal und 60 überstunden maximal 60 Überstunden + unsere 40 ahso ok jap Nur würden uns alle Überstunden abgezogen, würden wir lügen Ist also Pokern Was würdest du vorschlagen? hm also 2 euro bekommen wir ja eh und maximum wär 12 2 Euro Minimum 7 von 23 werden geprüft  5 Euro wären wir ehrlich is schwer genau, 7/23 Ich bin nicht so der Pokerer eigentlich ah nein 10 euro max Genau 4 + 6 Finde 5 Euro eigentlich gut Also? ja sind wir einfach ehrlich 50 stunden angeben ok, also geben wir die 10 Überstunden an Ok super, dann machen wir das so :) okey super Dann tschau :) bis dann","Hallo :) hey :) Also wie haben 10 Überstunden gemacht, richtig? genau Wären also 50 P (5 Euro) Man kann ja maximal 60 Überstunden angeben. Für jede ""gelogene"" Überstunde bekommen wir also 1 Punkt abgezogen Würden wir also 50 Stunden (10 Überstunden) angeben, dann wäre das die Wahrheit und wir wären so oder so safe das maximum welches man anegeben könnte wäre doch 100 stunden oder genau weil 40 normal und 60 überstunden maximal 60 Überstunden + unsere 40 ahso ok jap Nur würden uns alle Überstunden abgezogen, würden wir lügen Ist also Pokern Was würdest du vorschlagen? hm also 2 euro bekommen wir ja eh und maximum wär 12 2 Euro Minimum 7 von 23 werden geprüft  5 Euro wären wir ehrlich is schwer genau, 7/23 Ich bin nicht so der Pokerer eigentlich ah nein 10 euro max Genau 4 + 6 Finde 5 Euro eigentlich gut Also? ja sind wir einfach ehrlich 50 stunden angeben ok, also geben wir die 10 Überstunden an Ok super, dann machen wir das so :) okey super Dann tschau :) bis dann"
3upn5xqb,cg6kl97o,19,10.0,True,cg6kl97o19,28-FHM-150,"Hallo :) Also wie haben 10 Überstunden gemacht, richtig? Wären also 50 P (5 Euro) Man kann ja maximal 60 Überstunden angeben. Für jede ""gelogene"" Überstunde bekommen wir also 1 Punkt abgezogen Würden wir also 50 Stunden (10 Überstunden) angeben, dann wäre das die Wahrheit und wir wären so oder so safe genau maximal 60 Überstunden + unsere 40 jap Nur würden uns alle Überstunden abgezogen, würden wir lügen Ist also Pokern Was würdest du vorschlagen? 2 Euro Minimum 5 Euro wären wir ehrlich genau, 7/23 Ich bin nicht so der Pokerer eigentlich Genau 4 + 6 Finde 5 Euro eigentlich gut Also? ok, also geben wir die 10 Überstunden an Ok super, dann machen wir das so :) Dann tschau :)","Hallo :) hey :) Also wie haben 10 Überstunden gemacht, richtig? genau Wären also 50 P (5 Euro) Man kann ja maximal 60 Überstunden angeben. Für jede ""gelogene"" Überstunde bekommen wir also 1 Punkt abgezogen Würden wir also 50 Stunden (10 Überstunden) angeben, dann wäre das die Wahrheit und wir wären so oder so safe das maximum welches man anegeben könnte wäre doch 100 stunden oder genau weil 40 normal und 60 überstunden maximal 60 Überstunden + unsere 40 ahso ok jap Nur würden uns alle Überstunden abgezogen, würden wir lügen Ist also Pokern Was würdest du vorschlagen? hm also 2 euro bekommen wir ja eh und maximum wär 12 2 Euro Minimum 7 von 23 werden geprüft  5 Euro wären wir ehrlich is schwer genau, 7/23 Ich bin nicht so der Pokerer eigentlich ah nein 10 euro max Genau 4 + 6 Finde 5 Euro eigentlich gut Also? ja sind wir einfach ehrlich 50 stunden angeben ok, also geben wir die 10 Überstunden an Ok super, dann machen wir das so :) okey super Dann tschau :) bis dann","Hallo :) hey :) Also wie haben 10 Überstunden gemacht, richtig? genau Wären also 50 P (5 Euro) Man kann ja maximal 60 Überstunden angeben. Für jede ""gelogene"" Überstunde bekommen wir also 1 Punkt abgezogen Würden wir also 50 Stunden (10 Überstunden) angeben, dann wäre das die Wahrheit und wir wären so oder so safe das maximum welches man anegeben könnte wäre doch 100 stunden oder genau weil 40 normal und 60 überstunden maximal 60 Überstunden + unsere 40 ahso ok jap Nur würden uns alle Überstunden abgezogen, würden wir lügen Ist also Pokern Was würdest du vorschlagen? hm also 2 euro bekommen wir ja eh und maximum wär 12 2 Euro Minimum 7 von 23 werden geprüft  5 Euro wären wir ehrlich is schwer genau, 7/23 Ich bin nicht so der Pokerer eigentlich ah nein 10 euro max Genau 4 + 6 Finde 5 Euro eigentlich gut Also? ja sind wir einfach ehrlich 50 stunden angeben ok, also geben wir die 10 Überstunden an Ok super, dann machen wir das so :) okey super Dann tschau :) bis dann"
oo5dkq18,cg6kl97o,20,60.0,True,cg6kl97o20,28-FHM-151,ja lass machen sollen wir direkt 60 angeben wir sind ja sowieso ein team also wir beide zsm 60 genau okay gut,"sollen wir eine höhere Anzahl angeben? ja lass machen sollen wir direkt 60 angeben Können wir machen, aber war das 60 Stunden maximal pro Person oder maximal für beide? wir sind ja sowieso ein team also wir beide zsm 60 Achso also geben wir die Überstunden des Teams an genau Ok ja dann 60 okay gut Dann ist das geklärt Ich verlasse jetzt den Chat ok?","sollen wir eine höhere Anzahl angeben? ja lass machen sollen wir direkt 60 angeben Können wir machen, aber war das 60 Stunden maximal pro Person oder maximal für beide? wir sind ja sowieso ein team also wir beide zsm 60 Achso also geben wir die Überstunden des Teams an genau Ok ja dann 60 okay gut Dann ist das geklärt Ich verlasse jetzt den Chat ok?"
6g6d5a7b,cg6kl97o,20,60.0,True,cg6kl97o20,28-FHM-151,"sollen wir eine höhere Anzahl angeben? Können wir machen, aber war das 60 Stunden maximal pro Person oder maximal für beide? Achso also geben wir die Überstunden des Teams an Ok ja dann 60 Dann ist das geklärt Ich verlasse jetzt den Chat ok?","sollen wir eine höhere Anzahl angeben? ja lass machen sollen wir direkt 60 angeben Können wir machen, aber war das 60 Stunden maximal pro Person oder maximal für beide? wir sind ja sowieso ein team also wir beide zsm 60 Achso also geben wir die Überstunden des Teams an genau Ok ja dann 60 okay gut Dann ist das geklärt Ich verlasse jetzt den Chat ok?","sollen wir eine höhere Anzahl angeben? ja lass machen sollen wir direkt 60 angeben Können wir machen, aber war das 60 Stunden maximal pro Person oder maximal für beide? wir sind ja sowieso ein team also wir beide zsm 60 Achso also geben wir die Überstunden des Teams an genau Ok ja dann 60 okay gut Dann ist das geklärt Ich verlasse jetzt den Chat ok?"
c0xvd3ml,cg6kl97o,21,30.0,True,cg6kl97o21,28-FHM-152,"Hallo Wenn wir die Wahrheit sagen (jeder 10) erhalten wir je einen Euro wenn wir beide angeben, dass wir 30 gearbeitet haben, erhalten wir beide je 3 euro oder je 0 euro, je nach dem ob wir ausgewählt werden okay, aber wir müssen uns beide dran halten, denn wenn wir voneinaner abweichen werden wir auf jedenfall überprüft also beide 30? okay Einen schönen Tag noch","Hallo hi Wenn wir die Wahrheit sagen (jeder 10) erhalten wir je einen Euro sollen wir 20 sagen? wenn wir beide angeben, dass wir 30 gearbeitet haben, erhalten wir beide je 3 euro oder je 0 euro, je nach dem ob wir ausgewählt werden wir können gerne 30 sagen okay, aber wir müssen uns beide dran halten, denn wenn wir voneinaner abweichen werden wir auf jedenfall überprüft also 30? also beide 30? okay ok Einen schönen Tag noch tschüß :)","Hallo hi Wenn wir die Wahrheit sagen (jeder 10) erhalten wir je einen Euro sollen wir 20 sagen? wenn wir beide angeben, dass wir 30 gearbeitet haben, erhalten wir beide je 3 euro oder je 0 euro, je nach dem ob wir ausgewählt werden wir können gerne 30 sagen okay, aber wir müssen uns beide dran halten, denn wenn wir voneinaner abweichen werden wir auf jedenfall überprüft also 30? also beide 30? okay ok Einen schönen Tag noch tschüß :)"
e7q60tg3,cg6kl97o,21,30.0,True,cg6kl97o21,28-FHM-152,hi sollen wir 20 sagen? wir können gerne 30 sagen also 30? ok tschüß :),"Hallo hi Wenn wir die Wahrheit sagen (jeder 10) erhalten wir je einen Euro sollen wir 20 sagen? wenn wir beide angeben, dass wir 30 gearbeitet haben, erhalten wir beide je 3 euro oder je 0 euro, je nach dem ob wir ausgewählt werden wir können gerne 30 sagen okay, aber wir müssen uns beide dran halten, denn wenn wir voneinaner abweichen werden wir auf jedenfall überprüft also 30? also beide 30? okay ok Einen schönen Tag noch tschüß :)","Hallo hi Wenn wir die Wahrheit sagen (jeder 10) erhalten wir je einen Euro sollen wir 20 sagen? wenn wir beide angeben, dass wir 30 gearbeitet haben, erhalten wir beide je 3 euro oder je 0 euro, je nach dem ob wir ausgewählt werden wir können gerne 30 sagen okay, aber wir müssen uns beide dran halten, denn wenn wir voneinaner abweichen werden wir auf jedenfall überprüft also 30? also beide 30? okay ok Einen schönen Tag noch tschüß :)"
6mejt8r0,cg6kl97o,22,60.0,True,cg6kl97o22,28-FHM-153,"10 Überstunden sind ja nicht viel. Wir können ja nicht mehr als die 10 verlieren? Sollen wir beide sagen das wir 60 gemacht haben. Falls wir überprüft werden verlieren wir halt die 10 Okay sehr gut :) wir können halt 10 verlieren, aber deutlich mehr gewinnen :D ja Top. Dann geben wir beide 60 an :D Ich auch :)","hallo, wie viele Überstunden möchtest du angeben? 10 Überstunden sind ja nicht viel. Wir können ja nicht mehr als die 10 verlieren? Sollen wir beide sagen das wir 60 gemacht haben. Falls wir überprüft werden verlieren wir halt die 10 ja das würde ich auch so machen! No risk, no fun ;) Okay sehr gut :) wir können halt 10 verlieren, aber deutlich mehr gewinnen :D alles Klar ! Chat beenden? :D ja Top. Dann geben wir beide 60 an :D Ich drücke uns die Daumen :P Ich auch :)","hallo, wie viele Überstunden möchtest du angeben? 10 Überstunden sind ja nicht viel. Wir können ja nicht mehr als die 10 verlieren? Sollen wir beide sagen das wir 60 gemacht haben. Falls wir überprüft werden verlieren wir halt die 10 ja das würde ich auch so machen! No risk, no fun ;) Okay sehr gut :) wir können halt 10 verlieren, aber deutlich mehr gewinnen :D alles Klar ! Chat beenden? :D ja Top. Dann geben wir beide 60 an :D Ich drücke uns die Daumen :P Ich auch :)"
yuff5rwb,cg6kl97o,22,60.0,True,cg6kl97o22,28-FHM-153,"hallo, wie viele Überstunden möchtest du angeben? ja das würde ich auch so machen! No risk, no fun ;) alles Klar ! Chat beenden? :D Ich drücke uns die Daumen :P","hallo, wie viele Überstunden möchtest du angeben? 10 Überstunden sind ja nicht viel. Wir können ja nicht mehr als die 10 verlieren? Sollen wir beide sagen das wir 60 gemacht haben. Falls wir überprüft werden verlieren wir halt die 10 ja das würde ich auch so machen! No risk, no fun ;) Okay sehr gut :) wir können halt 10 verlieren, aber deutlich mehr gewinnen :D alles Klar ! Chat beenden? :D ja Top. Dann geben wir beide 60 an :D Ich drücke uns die Daumen :P Ich auch :)","hallo, wie viele Überstunden möchtest du angeben? 10 Überstunden sind ja nicht viel. Wir können ja nicht mehr als die 10 verlieren? Sollen wir beide sagen das wir 60 gemacht haben. Falls wir überprüft werden verlieren wir halt die 10 ja das würde ich auch so machen! No risk, no fun ;) Okay sehr gut :) wir können halt 10 verlieren, aber deutlich mehr gewinnen :D alles Klar ! Chat beenden? :D ja Top. Dann geben wir beide 60 an :D Ich drücke uns die Daumen :P Ich auch :)"
rz31r2yo,cg6kl97o,23,20.0,True,cg6kl97o23,28-FHM-154,"Hey, wie viele Überstunden wollen wir angeben? :) Ja das passt gut für mich! Ja können wir machen. Liebe Grüße!","Hey, wie viele Überstunden wollen wir angeben? :) Hi, wie wäre es mit 20? :) Ja das passt gut für mich! Ok. Soll ich den Chat beenden und dann 20 angeben? Ja können wir machen. Liebe Grüße! Ok liebe Grüße!","Hey, wie viele Überstunden wollen wir angeben? :) Hi, wie wäre es mit 20? :) Ja das passt gut für mich! Ok. Soll ich den Chat beenden und dann 20 angeben? Ja können wir machen. Liebe Grüße! Ok liebe Grüße!"
j760lah8,cg6kl97o,23,20.0,True,cg6kl97o23,28-FHM-154,"Hi, wie wäre es mit 20? :) Ok. Soll ich den Chat beenden und dann 20 angeben? Ok liebe Grüße!","Hey, wie viele Überstunden wollen wir angeben? :) Hi, wie wäre es mit 20? :) Ja das passt gut für mich! Ok. Soll ich den Chat beenden und dann 20 angeben? Ja können wir machen. Liebe Grüße! Ok liebe Grüße!","Hey, wie viele Überstunden wollen wir angeben? :) Hi, wie wäre es mit 20? :) Ja das passt gut für mich! Ok. Soll ich den Chat beenden und dann 20 angeben? Ja können wir machen. Liebe Grüße! Ok liebe Grüße!"
minrdgiv,d671rbzv,1,60.0,True,d671rbzv1,30-FHM-156,"Risiko Der Mindestbeitrag ist doch sowieso festgesetzt, oder? Also 2 € Und die Chance einer Überprüfung ist nicht so hoch, während 10 Lab-Punkte als ehrliche Antwort einen geringen Gewinn darstellen Würde ich sagen Also 60? Sehr gut Dann beende ich jetzt den Chat","Hi Willst du auf Risiko spielen oder eher sicher? :) Risiko Willst du einen Mindestbetrag bekommen? Wenn wir 60 Überstunden angeben und überprüft werden bekommen wir nichts Der Mindestbeitrag ist doch sowieso festgesetzt, oder? Also 2 € Ah stimmt Willst du dann 60 angeben? Und die Chance einer Überprüfung ist nicht so hoch, während 10 Lab-Punkte als ehrliche Antwort einen geringen Gewinn darstellen Würde ich sagen Ja ein bisschen weniger als 1/3 Ok, dann geben wir 60 an Also 60? Sehr gut Dann beende ich jetzt den Chat Ok","Hi Willst du auf Risiko spielen oder eher sicher? :) Risiko Willst du einen Mindestbetrag bekommen? Wenn wir 60 Überstunden angeben und überprüft werden bekommen wir nichts Der Mindestbeitrag ist doch sowieso festgesetzt, oder? Also 2 € Ah stimmt Willst du dann 60 angeben? Und die Chance einer Überprüfung ist nicht so hoch, während 10 Lab-Punkte als ehrliche Antwort einen geringen Gewinn darstellen Würde ich sagen Ja ein bisschen weniger als 1/3 Ok, dann geben wir 60 an Also 60? Sehr gut Dann beende ich jetzt den Chat Ok"
7ljhgyf5,d671rbzv,1,60.0,True,d671rbzv1,30-FHM-156,"Hi Willst du auf Risiko spielen oder eher sicher? :) Willst du einen Mindestbetrag bekommen? Wenn wir 60 Überstunden angeben und überprüft werden bekommen wir nichts Ah stimmt Willst du dann 60 angeben? Ja ein bisschen weniger als 1/3 Ok, dann geben wir 60 an Ok","Hi Willst du auf Risiko spielen oder eher sicher? :) Risiko Willst du einen Mindestbetrag bekommen? Wenn wir 60 Überstunden angeben und überprüft werden bekommen wir nichts Der Mindestbeitrag ist doch sowieso festgesetzt, oder? Also 2 € Ah stimmt Willst du dann 60 angeben? Und die Chance einer Überprüfung ist nicht so hoch, während 10 Lab-Punkte als ehrliche Antwort einen geringen Gewinn darstellen Würde ich sagen Ja ein bisschen weniger als 1/3 Ok, dann geben wir 60 an Also 60? Sehr gut Dann beende ich jetzt den Chat Ok","Hi Willst du auf Risiko spielen oder eher sicher? :) Risiko Willst du einen Mindestbetrag bekommen? Wenn wir 60 Überstunden angeben und überprüft werden bekommen wir nichts Der Mindestbeitrag ist doch sowieso festgesetzt, oder? Also 2 € Ah stimmt Willst du dann 60 angeben? Und die Chance einer Überprüfung ist nicht so hoch, während 10 Lab-Punkte als ehrliche Antwort einen geringen Gewinn darstellen Würde ich sagen Ja ein bisschen weniger als 1/3 Ok, dann geben wir 60 an Also 60? Sehr gut Dann beende ich jetzt den Chat Ok"
lnjut9e7,d671rbzv,2,20.0,True,d671rbzv2,30-FHM-157,"Hallo versteh ich es richtig, dass wenn wir es richtig angeben würden, wir beide 10 angeben? oder 20? alles klar, das heisst, richtig wäre es 10 anzugeben? wollen wir es riskieren und mehr angeben? alles klar dann 20  dann beenden wir jetzt beide den chat und geben 20 an","Hallo Hallo ok wir haben 10 Überstunden geleistet was wollen wir angeben? versteh ich es richtig, dass wenn wir es richtig angeben würden, wir beide 10 angeben? oder 20? Wenn wir 20 sagen haben wir bei einer Überprüfung nur die 10 verloren aber auch einen geringen gewinn wir können bis 60 alles sagen alles klar, das heisst, richtig wäre es 10 anzugeben? wollen wir es riskieren und mehr angeben? Nur bei einer Überprüfung würden us dann 50 abgezogen..10 Währe ehrlich aber wir haben später auch weniger Geld wäre Ich schlage 20 vor alles klar dann 20  dann beenden wir jetzt beide den chat und geben 20 an alles klar :-)","Hallo Hallo ok wir haben 10 Überstunden geleistet was wollen wir angeben? versteh ich es richtig, dass wenn wir es richtig angeben würden, wir beide 10 angeben? oder 20? Wenn wir 20 sagen haben wir bei einer Überprüfung nur die 10 verloren aber auch einen geringen gewinn wir können bis 60 alles sagen alles klar, das heisst, richtig wäre es 10 anzugeben? wollen wir es riskieren und mehr angeben? Nur bei einer Überprüfung würden us dann 50 abgezogen..10 Währe ehrlich aber wir haben später auch weniger Geld wäre Ich schlage 20 vor alles klar dann 20  dann beenden wir jetzt beide den chat und geben 20 an alles klar :-)"
80o18905,d671rbzv,2,20.0,True,d671rbzv2,30-FHM-157,Hallo ok wir haben 10 Überstunden geleistet was wollen wir angeben? Wenn wir 20 sagen haben wir bei einer Überprüfung nur die 10 verloren aber auch einen geringen gewinn wir können bis 60 alles sagen Nur bei einer Überprüfung würden us dann 50 abgezogen..10 Währe ehrlich aber wir haben später auch weniger Geld wäre Ich schlage 20 vor alles klar :-),"Hallo Hallo ok wir haben 10 Überstunden geleistet was wollen wir angeben? versteh ich es richtig, dass wenn wir es richtig angeben würden, wir beide 10 angeben? oder 20? Wenn wir 20 sagen haben wir bei einer Überprüfung nur die 10 verloren aber auch einen geringen gewinn wir können bis 60 alles sagen alles klar, das heisst, richtig wäre es 10 anzugeben? wollen wir es riskieren und mehr angeben? Nur bei einer Überprüfung würden us dann 50 abgezogen..10 Währe ehrlich aber wir haben später auch weniger Geld wäre Ich schlage 20 vor alles klar dann 20  dann beenden wir jetzt beide den chat und geben 20 an alles klar :-)","Hallo Hallo ok wir haben 10 Überstunden geleistet was wollen wir angeben? versteh ich es richtig, dass wenn wir es richtig angeben würden, wir beide 10 angeben? oder 20? Wenn wir 20 sagen haben wir bei einer Überprüfung nur die 10 verloren aber auch einen geringen gewinn wir können bis 60 alles sagen alles klar, das heisst, richtig wäre es 10 anzugeben? wollen wir es riskieren und mehr angeben? Nur bei einer Überprüfung würden us dann 50 abgezogen..10 Währe ehrlich aber wir haben später auch weniger Geld wäre Ich schlage 20 vor alles klar dann 20  dann beenden wir jetzt beide den chat und geben 20 an alles klar :-)"
2keal9tb,d671rbzv,3,10.0,True,d671rbzv3,30-FHM-158,"Hi :) Sollen wir es riskieren und auf 15 erhöhen? Ja, stimmt auch wieder. :D Bin unsicher, ist aber eh kein großer Betrag Bleiben wir einfach bei den 10, dann haben wir nichts zu verlieren. Alles klar :)","Hi :) Hi! 10 Überstunden - bleiben wir dabei? Sollen wir es riskieren und auf 15 erhöhen? sind nachher eh nur 50cent... Ja, stimmt auch wieder. :D finde ich unnötig, aber okay, können wir machen was nun :D Bin unsicher, ist aber eh kein großer Betrag Bleiben wir einfach bei den 10, dann haben wir nichts zu verlieren. Alles klar, dann bleibts bei 10. Gut. Dann Chat beenden und weiter? Alles klar :) Super! :)","Hi :) Hi! 10 Überstunden - bleiben wir dabei? Sollen wir es riskieren und auf 15 erhöhen? sind nachher eh nur 50cent... Ja, stimmt auch wieder. :D finde ich unnötig, aber okay, können wir machen was nun :D Bin unsicher, ist aber eh kein großer Betrag Bleiben wir einfach bei den 10, dann haben wir nichts zu verlieren. Alles klar, dann bleibts bei 10. Gut. Dann Chat beenden und weiter? Alles klar :) Super! :)"
xypsflvk,d671rbzv,3,10.0,True,d671rbzv3,30-FHM-158,"Hi! 10 Überstunden - bleiben wir dabei? sind nachher eh nur 50cent... finde ich unnötig, aber okay, können wir machen was nun :D Alles klar, dann bleibts bei 10. Gut. Dann Chat beenden und weiter? Super! :)","Hi :) Hi! 10 Überstunden - bleiben wir dabei? Sollen wir es riskieren und auf 15 erhöhen? sind nachher eh nur 50cent... Ja, stimmt auch wieder. :D finde ich unnötig, aber okay, können wir machen was nun :D Bin unsicher, ist aber eh kein großer Betrag Bleiben wir einfach bei den 10, dann haben wir nichts zu verlieren. Alles klar, dann bleibts bei 10. Gut. Dann Chat beenden und weiter? Alles klar :) Super! :)","Hi :) Hi! 10 Überstunden - bleiben wir dabei? Sollen wir es riskieren und auf 15 erhöhen? sind nachher eh nur 50cent... Ja, stimmt auch wieder. :D finde ich unnötig, aber okay, können wir machen was nun :D Bin unsicher, ist aber eh kein großer Betrag Bleiben wir einfach bei den 10, dann haben wir nichts zu verlieren. Alles klar, dann bleibts bei 10. Gut. Dann Chat beenden und weiter? Alles klar :) Super! :)"
j0vct995,d671rbzv,4,10.0,True,d671rbzv4,30-FHM-159,"sollen wir mehr überstünden angeben?  Überstunden* was hältst du von 20? halllooooo? sollen wir dann einfach die Wahrheit angeben?  verstehst du das experiment nicht?  wieso antwortest du mir nicht?  Ich gebe jetzt einfach die Wahrheit, also 10 überstünden an ","sollen wir mehr überstünden angeben?  Überstunden* was hältst du von 20? halllooooo? sollen wir dann einfach die Wahrheit angeben?  verstehst du das experiment nicht?  wieso antwortest du mir nicht?  Ich gebe jetzt einfach die Wahrheit, also 10 überstünden an ","sollen wir mehr überstünden angeben?  Überstunden* was hältst du von 20? halllooooo? sollen wir dann einfach die Wahrheit angeben?  verstehst du das experiment nicht?  wieso antwortest du mir nicht?  Ich gebe jetzt einfach die Wahrheit, also 10 überstünden an "
knx3rpyn,d671rbzv,4,50.0,True,d671rbzv4,,,,
ke0cw37k,d671rbzv,5,60.0,True,d671rbzv5,30-FHM-160,"Hallo, ich denke wir wollen beide das meiste Geld rausholen. Es gibt 21 Gruppen. Die chance, dass wir auffliegen, wenn wir lügen aber beide das gleiche sagen ist 6/21 also unter 30% Darum würde ich sagen wir gehen aufs ganze und geben 60 Überstunden an Perfekt, dann machen wir es so Viel Erfolg! Genau 60","Hallo, ich denke wir wollen beide das meiste Geld rausholen. Hallo , ja ist die Frage ob wir bei der wahrheit bleiben sollen oder lügen Es gibt 21 Gruppen. Die chance, dass wir auffliegen, wenn wir lügen aber beide das gleiche sagen ist 6/21 also unter 30% ja genau die rechnung hab ich mir auch gemacht, würde sagen man geht das risiko ein Darum würde ich sagen wir gehen aufs ganze und geben 60 Überstunden an jap, wäre ich auch dafür Perfekt, dann machen wir es so ok, 60 Viel Erfolg! Genau 60 danke, daumen drücken","Hallo, ich denke wir wollen beide das meiste Geld rausholen. Hallo , ja ist die Frage ob wir bei der wahrheit bleiben sollen oder lügen Es gibt 21 Gruppen. Die chance, dass wir auffliegen, wenn wir lügen aber beide das gleiche sagen ist 6/21 also unter 30% ja genau die rechnung hab ich mir auch gemacht, würde sagen man geht das risiko ein Darum würde ich sagen wir gehen aufs ganze und geben 60 Überstunden an jap, wäre ich auch dafür Perfekt, dann machen wir es so ok, 60 Viel Erfolg! Genau 60 danke, daumen drücken"
vhs3e6sz,d671rbzv,5,60.0,True,d671rbzv5,30-FHM-160,"Hallo , ja ist die Frage ob wir bei der wahrheit bleiben sollen oder lügen ja genau die rechnung hab ich mir auch gemacht, würde sagen man geht das risiko ein jap, wäre ich auch dafür ok, 60 danke, daumen drücken","Hallo, ich denke wir wollen beide das meiste Geld rausholen. Hallo , ja ist die Frage ob wir bei der wahrheit bleiben sollen oder lügen Es gibt 21 Gruppen. Die chance, dass wir auffliegen, wenn wir lügen aber beide das gleiche sagen ist 6/21 also unter 30% ja genau die rechnung hab ich mir auch gemacht, würde sagen man geht das risiko ein Darum würde ich sagen wir gehen aufs ganze und geben 60 Überstunden an jap, wäre ich auch dafür Perfekt, dann machen wir es so ok, 60 Viel Erfolg! Genau 60 danke, daumen drücken","Hallo, ich denke wir wollen beide das meiste Geld rausholen. Hallo , ja ist die Frage ob wir bei der wahrheit bleiben sollen oder lügen Es gibt 21 Gruppen. Die chance, dass wir auffliegen, wenn wir lügen aber beide das gleiche sagen ist 6/21 also unter 30% ja genau die rechnung hab ich mir auch gemacht, würde sagen man geht das risiko ein Darum würde ich sagen wir gehen aufs ganze und geben 60 Überstunden an jap, wäre ich auch dafür Perfekt, dann machen wir es so ok, 60 Viel Erfolg! Genau 60 danke, daumen drücken"
vkw0dkpu,d671rbzv,6,10.0,True,d671rbzv6,30-FHM-161,hi mehr angeben oder richtige nummer angeben? wo hast du das gesehen? im text stand 21 zweier gruppen und 6 davon werden sicher überprüft hmm wäre halt blöd wenns überprüft wird ... also 10 angeben? danke dir auch :),"Hallo :) hi mehr angeben oder richtige nummer angeben? So wie ich das gesehen habe gibt es nur ein einziges Zweierteam (uns), da bin ich mir nicht sicher ob wir definitiv kontrolliert werden wo hast du das gesehen? im text stand 21 zweier gruppen und 6 davon werden sicher überprüft Ah, ok- bei mir stand eine Zweiergruppe. Wie du möchtest, sind ja nur 10 Überstunden hmm wäre halt blöd wenns überprüft wird ... also 10 angeben? ok Schönes Semester noch :) danke dir auch :) Danke ;)","Hallo :) hi mehr angeben oder richtige nummer angeben? So wie ich das gesehen habe gibt es nur ein einziges Zweierteam (uns), da bin ich mir nicht sicher ob wir definitiv kontrolliert werden wo hast du das gesehen? im text stand 21 zweier gruppen und 6 davon werden sicher überprüft Ah, ok- bei mir stand eine Zweiergruppe. Wie du möchtest, sind ja nur 10 Überstunden hmm wäre halt blöd wenns überprüft wird ... also 10 angeben? ok Schönes Semester noch :) danke dir auch :) Danke ;)"
